"StockCode","TotalQuantity","TotalRevenue","OrderCount"
"22573","4666","3878.74","290"
"23557","347","3867.85","29"
"21987","6341","3862.45","347"
"23255","963","3856.59","143"
"71038","729","3854.65","144"
"22600","4665","3853.71","345"
"21743","1384","3852.4","139"
"22167","528","3850.8","166"
"22639","1624","3842.52","248"
"21153","370","3832.5","123"
"21679","4771","3824.47","268"
"23306","2692","3819.94","209"
"22797","228","3812.94","125"
"22594","4530","3810.72","290"
"20674","3143","3806.84","360"
"22359","1242","3800.02","155"
"21810","6421","3783.35","241"
"23012","1017","3775.49","198"
"23193","1855","3768.57","137"
"23050","459","3763.55","176"
"21714","3396","3756.12","322"
"22272","1367","3755.71","276"
"21064","745","3754.05","103"
"21470","1028","3750.93","266"
"21494","2889","3750.28","241"
"23184","778","3749.5","197"
"23130","918","3748.42","167"
"20981","4492","3743.32","427"
"22284","2383","3734.55","233"
"23309","7727","3729.05","294"
"47580","1562","3725.86","263"
"22965","1824","3717.02","228"
"22782","254","3712.3","84"
"21472","1009","3706.95","235"
"22723","1059","3705.89","235"
"23351","3058","3699.02","271"
"23194","1754","3688.67","170"
"22398","4278","3688.09","394"
"85053","1854","3686.19","277"
"23110","664","3685.2","219"
"22788","466","3679.6","68"
"22544","9364","3677.06","261"
"21913","1010","3672.52","204"
"22980","2289","3661.89","242"
"22823","32","3655","18"
"22843","582","3652.48","162"
"21109","1063","3652.05","162"
"21911","2393","3641.25","256"
"23131","894","3636.78","108"
"21795","436","3632.97","76"
"22245","4451","3631.55","273"
"23032","2264","3630","182"
"22704","8825","3626.5","293"
"23064","220","3617.6","22"
"22458","1493","3614.91","151"
"23081","454","3614.64","115"
"22744","1433","3611.23","254"
"23092","509","3584.06","125"
"23049","435","3572.75","169"
"23299","983","3567.67","122"
"35924","2008","3564.9","100"
"22118","785","3561.33","243"
"22497","848","3554","205"
"22292","2652","3550.2","181"
"22125","613","3544.35","157"
"22777","447","3543.65","76"
"84598","18241","3542.61","41"
"70006","4212","3541.7","171"
"22778","964","3521.08","144"
"23191","2176","3520.4","245"
"22057","2924","3515.64","173"
"22445","1207","3514.85","212"
"23497","2514","3513.1","172"
"23127","714","3511.34","182"
"22591","1296","3504.74","174"
"22962","4395","3503.31","257"
"23089","2136","3497.22","134"
"22334","2214","3489.94","246"
"21992","2088","3489.84","308"
"23085","374","3489.7","72"
"23091","570","3488.25","192"
"20665","1187","3484.85","222"
"23232","8626","3478.92","238"
"22765","325","3467.67","42"
"23111","296","3464.8","124"
"23349","2857","3462.89","246"
"22202","964","3456.6","156"
"22227","5332","3455.6","381"
"22731","2795","3453.43","203"
"20692","883","3451.25","116"
"21509","8575","3445.03","498"
"23112","472","3444.8","183"
"23542","484","3442.68","70"
"22314","1058","3427.64","180"
"20748","363","3422.25","114"
"22320","582","3414.26","169"
"22743","1335","3411.21","263"
"23210","2803","3377.75","154"
"84352","207","3376.65","118"
"22807","1232","3364.84","183"
"21717","1408","3363.6","143"
"22764","181","3362.57","24"
"22047","8275","3361.5","260"
"23294","4292","3360.18","291"
"22579","6789","3349.01","460"
"22478","2546","3348.1","216"
"23552","1731","3338.8","103"
"22589","1280","3337.64","197"
"47505","717","3336.65","160"
"23571","2036","3330.6","216"
"20966","2690","3324.5","232"
"22822","588","3324.11","168"
"21556","1386","3321.9","174"
"23189","1215","3319.35","113"
"84580","883","3315.05","312"
"21067","4525","3312.72","180"
"23156","1638","3311.78","184"
"22312","1037","3310.69","188"
"21902","5320","3306.34","408"
"22603","4014","3294.9","301"
"22440","8449","3288.78","258"
"22769","168","3286.6","35"
"23168","2850","3285.67","220"
"23332","1996","3283.8","267"
"23536","613","3274.03","74"
"21507","8066","3270.24","470"
"20702","779","3267.25","237"
"22461","398","3265.3","130"
"21039","1287","3263.31","200"
"23009","209","3262.55","61"
"22902","1689","3257.44","140"
"22176","1138","3257.1","217"
"21917","7955","3252.84","381"
"21830","7844","3251.89","225"
"21349","500","3247","127"
"21123","2606","3245.44","189"
"22939","675","3242.13","152"
"21794","678","3233.62","152"
"22967","1161","3230.55","131"
"21845","2438","3229.94","144"
"21732","931","3229.17","56"
"21351","1019","3227.05","135"
"22095","3206","3219.36","188"
"21211","2338","3217.3","184"
"23013","866","3215.04","180"
"21054","361","3210.95","163"
"22494","2590","3209.4","294"
"21993","2067","3208.4","282"
"23230","7950","3207","232"
"22531","7851","3199.5","336"
"22459","1348","3195.56","148"
"23426","1232","3192.56","171"
"23239","823","3188.05","155"
"21648","2646","3184.38","120"
"21469","1099","3178.16","176"
"20886","1694","3177","244"
"23388","793","3170.95","135"
"23350","2593","3165.65","246"
"84356","661","3161.95","94"
"22863","1117","3141.55","148"
"22700","1386","3140.82","92"
"22154","7617","3130.02","227"
"22774","2651","3128.71","135"
"20992","6098","3126.5","377"
"23065","257","3115.3","92"
"22702","1577","3106.2","82"
"23308","5967","3098.21","305"
"21864","1569","3098.1","259"
"22972","1900","3095.96","191"
"21466","833","3095.39","240"
"22475","698","3092.5","200"
"21364","447","3085.65","144"
"84975","1948","3083.32","167"
"21179","4074","3082.96","359"
"22862","729","3082.25","184"
"23253","214","3082.1","47"
"23353","3735","3076.29","253"
"21812","629","3071.55","124"
"23342","367","3068.5","155"
"22076","2123","3068.37","240"
"21246","624","3055.2","137"
"22122","1055","3048.25","156"
"37501","442","3047.9","146"
"22107","865","3044.8","185"
"22428","440","3042.98","158"
"21055","333","3041.79","176"
"22406","2451","3031.53","174"
"37410","25685","3019.57","18"
"21333","1031","3017.45","197"
"22313","989","3008.69","106"
"22136","1888","3000","191"
"22477","2268","2998.7","183"
"23231","7225","2986.5","257"
"21829","14396","2982.87","300"
"22402","3415","2981.48","239"
"23346","2571","2975.75","138"
"21473","149","2972.55","86"
"23323","1426","2963.1","270"
"21477","262","2962.5","37"
"23014","800","2959.68","160"
"22963","3721","2954.59","222"
"22194","357","2952.05","142"
"23461","839","2950.05","83"
"23035","2089","2941.69","166"
"84837","241","2940.75","133"
"22347","2641","2936.45","76"
"22794","372","2931","183"
"21467","957","2927.77","212"
"21192","1889","2914.85","113"
"21705","2420","2914.56","183"
"21519","7125","2914.02","436"
"21447","2399","2909.83","228"
"82578","5436","2904.1","544"
"23242","1436","2898.56","187"
"23390","725","2888.75","146"
"23393","769","2883.75","201"
"21100","2231","2880.55","159"
"21820","778","2867.21","134"
"21354","2458","2866.1","169"
"22944","4227","2865.53","102"
"15039","4163","2863.35","180"
"22037","6883","2861.44","474"
"21990","1804","2861.2","233"
"22309","1211","2858.58","169"
"84969","666","2844.74","168"
"21206","2072","2842.8","190"
"22172","339","2839","156"
"22925","481","2838.97","171"
"22712","7153","2838.21","345"
"23182","3414","2837.57","254"
"84828","2304","2834.31","233"
"22955","1445","2826.14","156"
"23329","1712","2812.8","215"
"23056","869","2808.41","37"
"22480","2327","2799.31","245"
"22710","7129","2798.18","168"
"22067","1813","2796.33","180"
"21626","1431","2790.45","159"
"22450","839","2784.25","166"
"21328","1686","2780.5","374"
"21796","323","2769.44","66"
"22674","2288","2767.73","243"
"21682","568","2766.21","141"
"22949","1986","2764.5","143"
"22452","977","2759.95","165"
"23345","2398","2759.5","133"
"23290","2367","2757.15","174"
"23354","3346","2753.42","261"
"23051","335","2741.35","133"
"21272","2208","2739.36","230"
"22828","18","2730","11"
"84813","379","2722.47","69"
"21949","2371","2717.79","135"
"22757","2542","2716.23","223"
"22930","1132","2715.32","145"
"22277","1341","2713.22","189"
"22983","6604","2708.91","409"
"22572","3304","2708.56","264"
"22162","937","2706.55","133"
"22416","1945","2705.05","154"
"22897","1901","2705.01","248"
"22773","2216","2698.96","171"
"22696","1421","2696.21","245"
"21728","296","2696.1","36"
"22990","607","2695.29","140"
"22482","2286","2693.34","201"
"23190","1678","2691.14","179"
"21765","347","2685.45","119"
"21329","1644","2683.84","369"
"22436","4227","2683.35","255"
"21683","935","2681.45","132"
"23147","1845","2672.85","250"
"22974","1653","2672.49","163"
"22066","3429","2671.03","254"
"22754","3710","2668.96","379"
"21688","904","2666.8","108"
"85227","3215","2665.73","289"
"22473","749","2664.59","166"
"22755","3589","2663.7","395"
"22762","187","2663.65","107"
"21360","436","2661.2","92"
"90057","1800","2660.88","34"
"21818","4342","2658.96","261"
"21786","7148","2656.33","216"
"22671","1649","2650.61","190"
"23427","228","2648.4","106"
"21508","6556","2645.41","409"
"22576","3121","2640.37","243"
"22145","1294","2637.4","169"
"23211","2208","2634","116"
"22816","6416","2630.64","299"
"22503","112","2626.8","35"
"22293","1935","2625.75","154"
"79164","3660","2625.6","67"
"21709","644","2617.21","79"
"21693","885","2608.35","99"
"21439","2148","2607.48","162"
"21897","863","2605.97","100"
"22927","450","2605.5","140"
"23395","696","2604.48","175"
"22675","2149","2603.66","226"
"22803","70","2603.3","30"
"22046","6350","2603","207"
"23053","319","2598.15","129"
"22415","326","2591.7","204"
"22177","301","2589.59","102"
"20956","2160","2588.43","140"
"22372","534","2588.08","228"
"47480","1655","2585.83","99"
"22519","1334","2584.38","203"
"21788","3242","2583.68","174"
"23212","2179","2582.63","145"
"84944","932","2580.4","149"
"21214","1885","2579.65","125"
"23164","564","2579.21","80"
"22905","947","2577.04","143"
"21096","15781","2576.59","101"
"21742","433","2576.35","189"
"21589","1115","2573.25","86"
"22208","2111","2568.8","311"
"22914","557","2567.79","149"
"23100","2093","2565.85","213"
"20985","2154","2560.28","216"
"21111","1229","2553.55","128"
"22937","991","2552.69","136"
"22518","1320","2548.98","201"
"37340","13093","2547.81","95"
"23266","1975","2543.39","274"
"22152","6239","2539.31","219"
"23146","781","2535.89","211"
"21327","1535","2530.35","333"
"22132","3050","2526.98","238"
"23333","2030","2524.9","216"
"22792","3072","2524.1","171"
"84012","1783","2521.85","155"
"23489","876","2512.44","137"
"21486","851","2504.37","168"
"21923","327","2499.65","108"
"22028","6143","2499.49","365"
"22891","580","2493.76","155"
"22650","1751","2493.35","221"
"21224","2000","2492.4","207"
"22664","1312","2491.18","178"
"23292","2082","2487.62","164"
"84754","2077","2486.81","161"
"22439","3782","2485.9","307"
"21422","3099","2484.91","107"
"23196","1760","2484.8","233"
"21171","1824","2481.6","226"
"22479","1847","2472.45","154"
"21465","698","2467.61","157"
"21821","666","2465.1","107"
"21188","856","2463.6","94"
"22155","5865","2463.3","221"
"21324","954","2457.9","126"
"22818","5898","2455.56","288"
"21813","505","2449.35","87"
"23407","250","2446.62","118"
"22500","566","2437.1","177"
"23681","1548","2434.2","118"
"22081","1468","2433.32","212"
"22986","5841","2409.22","203"
"21653","1208","2407.8","100"
"85041","1823","2406.03","79"
"22315","1993","2404.61","296"
"22419","5768","2404.2","287"
"23264","1845","2400.45","249"
"22805","1955","2400.43","148"
"20668","21496","2399.8","309"
"22651","2973","2399.13","150"
"21191","1244","2395.1","115"
"21784","243","2394.65","135"
"21792","481","2388.35","132"
"22231","1981","2387.57","220"
"22540","6183","2387.46","151"
"82597","1179","2387.34","163"
"20752","1345","2374.5","270"
"22495","893","2363.63","189"
"22789","1237","2362.29","180"
"22217","2192","2356.02","172"
"21898","762","2355.78","88"
"21464","555","2354.75","214"
"22146","1347","2350.65","99"
"22310","1520","2350.44","110"
"22270","638","2340.66","129"
"22758","2323","2338.39","221"
"21204","1478","2337.9","144"
"22911","832","2337.24","143"
"21686","62","2336.9","29"
"22581","3062","2336.68","263"
"22811","897","2328.63","69"
"21352","756","2327.2","82"
"22153","5586","2325.96","191"
"23341","282","2325.6","98"
"22537","5745","2320.74","285"
"22613","2975","2313.53","226"
"22448","734","2312.76","104"
"37502","810","2312.7","148"
"21948","1999","2309.56","114"
"21924","304","2307.8","112"
"22933","888","2307.6","91"
"23570","1846","2307.5","231"
"22306","1666","2307.29","148"
"21696","782","2306.9","95"
"23396","616","2304.48","164"
"21462","408","2304.4","157"
"23437","1909","2302.25","111"
"22566","2807","2300.15","250"
"22094","3435","2299.64","232"
"22597","4214","2298.72","205"
"21747","1984","2290.28","128"
"21431","1417","2290.05","225"
"21616","1093","2286.25","155"
"22713","5793","2284.84","240"
"21642","4225","2277.09","184"
"21873","2011","2276.75","150"
"21789","2782","2269.48","177"
"23412","351","2269.14","71"
"85015","2717","2267.47","144"
"23048","564","2264.74","85"
"21973","1620","2262.6","161"
"22742","972","2260.68","161"
"22642","970","2258.75","130"
"22829","234","2255.8","104"
"22375","489","2251.95","194"
"23436","1929","2251.65","92"
"21819","3870","2248.88","231"
"23400","448","2247.36","95"
"21680","2730","2245.62","149"
"21823","2283","2244.93","166"
"21203","1447","2243.55","106"
"22129","2818","2242.04","106"
"22609","6830","2234.78","152"
"22735","1371","2233.83","159"
"21809","2892","2231.83","148"
"21437","655","2225.85","99"
"22824","63","2225.85","48"
"21615","1135","2223.25","134"
"23316","236","2222.2","95"
"21744","737","2219.59","154"
"21323","708","2218.25","54"
"23079","250","2216.5","104"
"22409","1670","2212.9","123"
"22852","528","2212.9","142"
"84840","265","2211.7","126"
"22281","426","2210.1","98"
"23054","268","2206.2","109"
"23498","1591","2205.95","86"
"21540","1300","2204","73"
"22376","461","2201.19","191"
"23330","1761","2193.69","195"
"22935","754","2191.5","52"
"85107","1197","2189.61","64"
"22711","5327","2189.34","178"
"22973","1352","2188.48","120"
"21681","230","2184.1","74"
"22539","5588","2182.49","169"
"21012","1488","2180.88","141"
"21651","1374","2180.7","107"
"79072","231","2178.45","63"
"23265","1680","2172.46","246"
"20960","1739","2169.95","141"
"22831","755","2169.65","118"
"21126","2214","2169.18","209"
"23252","590","2168.34","125"
"22091","3056","2167.18","242"
"22525","1757","2165.85","240"
"23438","1796","2161","98"
"22524","1748","2159.16","232"
"23360","1151","2158.05","107"
"23401","443","2155.51","70"
"23406","435","2154.79","94"
"22708","5350","2151","158"
"22021","1331","2149.35","208"
"21468","622","2147.92","118"
"23445","2667","2147.61","94"
"22325","441","2147.25","155"
"21125","2090","2144.02","199"
"21330","1361","2139.65","127"
"22453","753","2132.55","109"
"85045","462","2127.3","70"
"84818","1693","2125.95","153"
"23093","916","2125.16","123"
"21611","739","2122.45","134"
"22932","951","2119.95","64"
"22676","1692","2118.64","221"
"21866","1696","2114.65","294"
"22716","5128","2111.79","341"
"23128","436","2109.88","129"
"21638","1003","2106.3","118"
"23501","1772","2105.8","85"
"23233","5175","2105.5","158"
"22024","5239","2104.81","292"
"85054","849","2101.61","159"
"21804","563","2100.45","106"
"21187","1349","2098.65","108"
"21291","2479","2097.07","126"
"47570","207","2096.55","66"
"23020","176","2092","72"
"23046","347","2091.55","34"
"84469","653","2090.68","39"
"21826","1705","2090.21","188"
"21708","553","2083.75","89"
"23504","1668","2082.48","190"
"23029","1284","2080.2","138"
"21421","1782","2079.3","88"
"21710","697","2078.76","87"
"22471","565","2076.73","122"
"22342","1633","2070.45","115"
"22931","881","2068.06","110"
"21215","4136","2066.54","182"
"22223","560","2065.2","125"
"21808","816","2065","79"
"21288","860","2063.4","130"
"84670","5119","2056.38","168"
"22920","3411","2053.65","195"
"16237","10254","2051.34","340"
"22336","4495","2048.29","150"
"22400","2463","2047.54","224"
"21408","587","2042.49","139"
"84691","2623","2042.35","179"
"21274","161","2038.35","89"
"21617","798","2037.5","142"
"22363","736","2037.24","128"
"21398","2236","2035.05","97"
"21655","1308","2034.84","70"
"22714","5133","2032.05","253"
"84990","4229","2021.63","161"
"23031","1246","2017.5","138"
"84676","832","2016.52","98"
"23152","545","2013.51","149"
"21106","708","2011.8","120"
"22514","1034","2003.88","193"
"23326","3370","2000.22","55"
"23028","1247","2000.19","114"
"21905","1529","1996.75","195"
"22023","4944","1994.91","311"
"23302","1481","1993.91","187"
"21077","2748","1993.08","167"
"23490","539","1988.13","95"
"21504","4946","1988.04","284"
"23424","413","1986.75","103"
"23403","596","1984.06","110"
"23268","1435","1981.63","78"
"22286","1846","1981.62","144"
"21620","1017","1980.75","179"
"23197","1368","1971.04","183"
"23352","1596","1964.76","162"
"22913","435","1963.89","105"
"23066","245","1963.65","76"
"23251","1646","1956.7","102"
"22362","679","1955.93","177"
"20703","463","1955.25","165"
"23529","629","1952.31","30"
"23227","1592","1947.06","87"
"21824","2324","1946.1","159"
"21359","204","1945.8","67"
"22190","1168","1944.33","124"
"23374","2444","1944.08","122"
"10133","3351","1943.46","203"
"22832","183","1940.05","77"
"23068","805","1937.21","130"
"23500","1585","1935.05","84"
"22321","2297","1932.17","157"
"23075","470","1931.3","77"
"22903","705","1927.83","54"
"22251","1621","1926.69","184"
"22853","601","1926.25","128"
"21846","972","1923.22","87"
"23213","1595","1923.19","121"
"22515","997","1923.18","166"
"22405","1627","1921.55","192"
"23145","2054","1919.34","150"
"22859","1202","1918.5","132"
"21612","676","1912.6","97"
"21741","654","1910.1","132"
"84763","1585","1907.53","148"
"20984","5861","1906.17","225"
"22985","4740","1902.8","133"
"23235","729","1902.69","96"
"21482","669","1901.55","136"
"21348","819","1900.05","115"
"21627","134","1897.7","54"
"23161","1608","1896.6","68"
"23315","202","1894.7","76"
"21692","510","1893.78","104"
"16016","2331","1885.15","105"
"85176","2418","1884","174"
"21538","1302","1882.5","44"
"23291","1549","1881.39","144"
"82567","911","1880.81","290"
"22996","4552","1880.16","292"
"21476","128","1878.95","74"
"22695","1415","1875.67","184"
"23274","1142","1875.06","98"
"21761","67","1874.65","24"
"22799","243","1870.1","96"
"85106","1030","1869.4","44"
"23491","226","1864.5","76"
"21070","1927","1859.91","163"
"22521","2209","1857.37","324"
"23289","1553","1854.85","141"
"20686","571","1850.13","160"
"22133","2232","1848.84","171"
"21619","1059","1848.75","168"
"21058","2241","1845.57","207"
"21085","13713","1843.77","56"
"23357","435","1843.55","88"
"20770","906","1841.4","113"
"22520","2186","1840.94","327"
"23359","979","1840.65","76"
"23094","147","1837.5","74"
"21287","4104","1833.57","83"
"21389","2156","1829.48","194"
"22785","370","1825.54","95"
"22522","2192","1821.08","307"
"21983","6148","1819.76","263"
"21091","13668","1817.16","34"
"21613","624","1814.4","135"
"21557","626","1808.54","133"
"23367","2785","1807.85","231"
"22496","703","1805.29","174"
"21841","431","1802.25","123"
"22338","5565","1797.81","180"
"22343","2997","1796.31","132"
"21394","3961","1795.27","132"
"22677","1435","1793.76","189"
"22948","2052","1793.16","130"
"22523","2131","1791.07","313"
"23005","4396","1788.72","175"
"20684","562","1787.5","157"
"23371","1505","1783.97","133"
"22533","4606","1783.32","198"
"23525","568","1781.64","44"
"20931","611","1776.25","102"
"85172","4386","1775.88","137"
"21082","7066","1767.7","117"
"21241","2143","1759.15","215"
"21445","1478","1758.58","115"
"23148","2118","1756.5","234"
"85216","2808","1756.08","149"
"85217","2817","1755.81","136"
"22210","1491","1755.42","226"
"21947","1404","1749.42","169"
"21695","596","1748.6","75"
"20764","604","1748.13","144"
"22307","1213","1746.61","101"
"21760","15","1740","12"
"21424","782","1739.54","61"
"22098","2789","1735.72","231"
"22858","1089","1732.05","112"
"20772","929","1729.21","130"
"23228","1397","1726.3","78"
"21640","2044","1724.92","135"
"21200","1287","1724.35","75"
"23090","2130","1723.62","122"
"21088","16503","1723.33","104"
"22074","1750","1722.44","152"
"21647","820","1722","109"
"20871","1205","1719.6","76"
"22587","2067","1719.51","245"
"22438","1366","1718.94","129"
"22614","5577","1717.25","298"
"22535","4297","1715.46","257"
"21677","2016","1714.38","197"
"21280","3316","1714.2","53"
"35953","3361","1712.41","106"
"22706","4265","1711.3","123"
"22246","893","1711.23","105"
"20716","1396","1710.8","169"
"22546","4312","1708.69","135"
"22559","1411","1702.61","136"
"22513","563","1702.21","143"
"20658","1365","1701.69","223"
"22753","2217","1696.94","331"
"23073","142","1694","59"
"23244","925","1692.91","105"
"23358","528","1689.9","67"
"22586","2009","1688.93","235"
"21547","692","1686.05","90"
"23155","2106","1679.34","111"
"35971","1872","1678.45","122"
"90167","2108","1676.36","75"
"22166","309","1670.31","41"
"85221","3551","1667.59","43"
"23160","1404","1666.8","60"
"22319","3005","1666.21","163"
"84581","445","1665.19","177"
"23057","677","1660.99","41"
"85059","537","1659.06","142"
"20785","44","1657.8","17"
"21397","2024","1650.54","116"
"23370","1359","1650.11","106"
"22279","1081","1646.86","121"
"22565","1938","1645.74","220"
"21161","2307","1643.07","161"
"21357","1320","1642.92","164"
"21158","2531","1640.91","260"
"21652","874","1639.5","72"
"85060","1391","1638.43","74"
"22211","1288","1636.83","202"
"23214","777","1635.23","92"
"21687","450","1634.58","78"
"23434","1792","1632.4","134"
"21657","240","1632","92"
"21643","1323","1630.95","103"
"23096","1007","1629.83","117"
"21593","1391","1629.31","93"
"20846","1322","1629.22","127"
"23270","1166","1625.9","118"
"22922","2004","1623.3","99"
"21865","775","1622.58","207"
"82615","604","1621","76"
"22035","3954","1618.3","244"
"22184","269","1617.7","71"
"22705","3850","1617","147"
"22678","1290","1614.93","172"
"22673","1308","1612.34","168"
"21163","2760","1611.86","212"
"22026","3916","1608","261"
"22161","5417","1607.99","219"
"22928","263","1606.97","91"
"21659","111","1606.65","56"
"10125","2016","1601.8","120"
"22163","971","1598.69","104"
"22254","1307","1597.27","112"
"21645","967","1595.55","114"
"21294","2230","1590.38","116"
"35160","2176","1587.24","53"
"21694","564","1587","61"
"22410","1331","1586.48","170"
"22201","412","1586","106"
"22680","1267","1584.97","163"
"21529","472","1583.4","115"
"20990","857","1581.15","87"
"21283","516","1578","68"
"79160","835","1576.38","137"
"23101","1948","1574.6","190"
"20996","6137","1573.65","270"
"21099","13382","1570.3","29"
"21281","3650","1567.5","37"
"23217","1290","1567","84"
"21793","344","1564.44","93"
"20767","757","1564.37","148"
"40001","2157","1563.81","73"
"85173","954","1563.27","102"
"21548","650","1562.15","77"
"21391","1311","1561.05","132"
"22421","3805","1560.08","239"
"23317","162","1557.9","70"
"85103","250","1557.1","54"
"23122","2093","1554.31","94"
"22209","1281","1550.42","193"
"23280","1995","1546.91","133"
"23399","1823","1546.43","176"
"21895","530","1544.5","70"
"21276","676","1544.2","28"
"23483","1322","1541.62","66"
"21628","109","1539.35","40"
"22025","3853","1538.34","203"
"21637","1274","1537.78","45"
"85222","1395","1537.5","41"
"22975","1222","1535.97","147"
"22802","90","1534.5","46"
"23273","928","1533.84","97"
"21618","599","1532.75","98"
"16033","15001","1530.12","49"
"21545","679","1530","64"
"75131","1212","1529.64","62"
"22934","560","1527.2","69"
"21043","603","1523.85","89"
"23372","1296","1522.72","99"
"22516","799","1517.88","126"
"21610","536","1514","87"
"21275","244","1511.8","48"
"21581","1039","1511.15","128"
"21927","1219","1508.55","171"
"22770","102","1507.3","63"
"22183","292","1505.55","63"
"21092","12806","1504.94","18"
"21000","618","1501.5","40"
"21448","909","1499.85","178"
"22262","1752","1492.32","185"
"22157","1748","1485.8","112"
"21205","608","1485.6","109"
"23181","185","1484.25","69"
"22976","1183","1483.59","118"
"22686","1248","1483.45","116"
"84006","1745","1483.25","142"
"23462","77","1482.15","44"
"23394","395","1481.25","119"
"23226","1199","1478.59","71"
"21162","2329","1478.57","239"
"21146","787","1477.05","52"
"21785","1982","1473.7","78"
"21550","291","1473.45","56"
"22517","779","1472.88","125"
"85016","1456","1472.7","70"
"21384","1739","1471.91","113"
"84789","434","1471.5","112"
"72008","3700","1470.84","193"
"21541","1782","1469.9","147"
"21925","1194","1469.7","154"
"21284","1494","1469.42","95"
"22912","319","1465.29","98"
"21262","467","1461.65","81"
"22929","23","1459.75","17"
"22052","3521","1458.82","124"
"23391","361","1458.15","69"
"20893","654","1457.55","63"
"21251","547","1456.45","102"
"90062","115","1456","38"
"22679","1162","1454.32","156"
"21446","1170","1453.38","182"
"85177","1778","1453.16","112"
"23287","1782","1452.3","146"
"21972","1001","1451.45","133"
"84472","33","1450.4","25"
"21542","1753","1447.65","145"
"21382","1141","1447.55","114"
"84619","69","1444.15","26"
"22204","414","1443.16","97"
"21332","262","1442.9","42"
"23524","465","1441.98","51"
"21399","2354","1441.92","95"
"21066","2265","1438.71","110"
"21869","1248","1434.6","103"
"44230","207","1434.18","44"
"21356","1166","1433.45","177"
"85198","3836","1431.44","38"
"21292","2465","1430.93","82"
"21894","1168","1430.13","151"
"23267","1158","1427.34","91"
"21634","1718","1425.1","49"
"21282","350","1424.5","59"
"48195","255","1424.09","73"
"37343","980","1422","73"
"21711","361","1421.35","54"
"22261","1761","1419.37","150"
"22288","1267","1418.75","86"
"22608","5437","1413.13","98"
"21631","206","1412.1","42"
"22719","1253","1411.21","109"
"22137","584","1410.8","31"
"21286","962","1407.82","67"
"84919","260","1407","21"
"21392","7529","1404.51","37"
"72816","1295","1400.15","75"
"23527","416","1398.72","43"
"22390","803","1398.62","73"
"23368","2155","1398.35","178"
"22103","1616","1398.24","50"
"84843","250","1393.9","86"
"21662","240","1392","78"
"22316","1240","1390.4","95"
"84665","230","1388.5","47"
"22323","572","1387.8","73"
"22599","2577","1387.49","131"
"84819","913","1385.29","94"
"22093","2344","1385.16","247"
"21278","2707","1382.85","70"
"23528","462","1381.38","34"
"23546","3275","1375.5","120"
"21675","1613","1372.61","160"
"21579","973","1371.65","91"
"23086","1194","1371.54","36"
"23348","680","1371.48","122"
"22682","1096","1370.61","138"
"20766","481","1368.48","123"
"20768","706","1368.01","117"
"22050","3325","1364.5","115"
"22396","1850","1364.5","159"
"85116","1365","1362.86","52"
"21532","1374","1362.6","76"
"21289","1291","1360.15","60"
"22099","2046","1359.48","214"
"23250","1103","1358.59","89"
"22068","955","1356.87","179"
"21576","611","1356.17","144"
"23104","116","1355.5","44"
"21395","2944","1354.08","100"
"21190","868","1351.2","84"
"22545","3382","1349.85","132"
"23414","139","1348.01","62"
"22681","1075","1345.57","132"
"23334","2154","1345.5","95"
"21279","3471","1343.85","56"
"21426","963","1340.7","51"
"21991","876","1339.88","137"
"22051","3225","1338.5","116"
"22324","555","1338.21","67"
"21807","3204","1337.04","132"
"85141","189","1336.95","69"
"21910","1035","1333.35","101"
"22317","453","1332.87","96"
"23034","947","1332.35","78"
"84854","286","1331.7","57"
"22287","1291","1329.21","89"
"21159","2073","1324.23","214"
"23470","220","1323.4","75"
"22984","3266","1320.7","184"
"37441","680","1320","39"
"23040","246","1318.5","36"
"23271","1622","1316.82","75"
"21051","667","1316.63","93"
"21059","1575","1315.35","198"
"22683","1047","1310.57","137"
"22982","1045","1308.3","146"
"22337","2189","1307.65","82"
"21198","1191","1306.11","82"
"20993","10945","1305.49","24"
"21157","621","1299.18","109"
"21684","1704","1298.81","88"
"84616","69","1297.75","22"
"21822","989","1297.09","97"
"21358","1043","1296.55","158"
"23249","802","1294.5","68"
"22393","802","1294.33","89"
"23055","561","1292.97","36"
"21828","1067","1292.71","146"
"21011","1803","1291.83","101"
"21837","217","1291.15","70"
"35241","273","1291.15","94"
"22685","1029","1285.65","127"
"21661","220","1285","78"
"22923","1581","1281.45","84"
"21644","1025","1281.25","116"
"85006","3047","1280.45","35"
"23538","327","1278.87","27"
"23119","2156","1276.33","116"
"23000","3044","1275.6","205"
"20760","5489","1274.45","59"
"22308","515","1273.39","98"
"23378","3419","1272.93","144"
"21199","1170","1271.46","93"
"20738","1585","1270.55","65"
"72818","2410","1264.96","106"
"22977","1010","1263.71","116"
"22543","3249","1263.67","87"
"21867","1009","1260.46","200"
"22123","562","1258.54","91"
"21842","541","1257.15","38"
"22267","1458","1256.68","105"
"85200","1009","1256.45","94"
"23469","320","1255.76","63"
"22339","3333","1251.79","102"
"22917","1941","1249.65","198"
"37342","1471","1248.49","71"
"23505","1065","1247.25","104"
"84748","984","1246.8","31"
"20933","493","1245.15","42"
"22756","1138","1244.96","172"
"20761","423","1244.87","116"
"22786","220","1243.04","75"
"85125","271","1242.75","43"
"23373","1563","1241.66","88"
"23221","1461","1241.59","110"
"22182","361","1238.95","65"
"84466","1213","1235.45","49"
"22181","1512","1235.28","104"
"21689","339","1233.81","55"
