"CustomerID","R_Score","F_Score","M_Score","Total_Score","User_Segment"
"13659","1","4","4","9","挽留用户"
"13660","1","1","2","4","流失风险用户"
"13661","1","1","2","4","流失风险用户"
"13662","3","4","4","11","一般用户"
"13663","2","3","3","8","挽留用户"
"13665","1","2","3","6","挽留用户"
"13666","3","3","2","8","一般用户"
"13667","2","1","2","5","流失风险用户"
"13668","5","5","5","15","高价值用户"
"13669","4","2","2","8","一般用户"
"13670","3","1","2","6","一般用户"
"13671","1","1","2","4","流失风险用户"
"13672","1","2","2","5","流失风险用户"
"13673","5","2","2","9","一般用户"
"13674","1","1","2","4","流失风险用户"
"13675","2","2","2","6","流失风险用户"
"13676","1","2","2","5","流失风险用户"
"13677","1","2","3","6","挽留用户"
"13678","2","1","2","5","流失风险用户"
"13679","1","2","2","5","流失风险用户"
"13680","5","4","5","14","高价值用户"
"13681","5","2","3","10","一般用户"
"13682","1","1","1","3","流失风险用户"
"13683","1","1","2","4","流失风险用户"
"13684","1","2","2","5","流失风险用户"
"13685","5","3","4","12","发展用户"
"13686","1","2","2","5","流失风险用户"
"13687","1","1","5","7","挽留用户"
"13688","1","1","2","4","流失风险用户"
"13689","3","2","3","8","一般用户"
"13690","4","1","2","7","一般用户"
"13691","1","1","2","4","流失风险用户"
"13692","5","3","4","12","发展用户"
"13693","1","3","3","7","挽留用户"
"13694","5","5","5","15","高价值用户"
"13695","4","4","4","12","高价值用户"
"13696","1","2","4","7","挽留用户"
"13697","4","1","2","7","一般用户"
"13698","1","2","2","5","流失风险用户"
"13699","2","2","3","7","挽留用户"
"13700","5","4","4","13","高价值用户"
"13701","1","1","2","4","流失风险用户"
"13702","1","1","2","4","流失风险用户"
"13703","1","2","2","5","流失风险用户"
"13704","5","3","4","12","发展用户"
"13705","5","3","4","12","发展用户"
"13706","1","2","3","6","挽留用户"
"13707","1","3","4","8","挽留用户"
"13708","1","1","2","4","流失风险用户"
"13709","5","4","5","14","高价值用户"
"13710","4","2","2","8","一般用户"
"13711","1","3","3","7","挽留用户"
"13712","1","2","3","6","挽留用户"
"13713","1","2","3","6","挽留用户"
"13714","1","1","2","4","流失风险用户"
"13715","1","4","5","10","挽留用户"
"13716","1","1","2","4","流失风险用户"
"13717","4","3","3","10","发展用户"
"13718","1","2","2","5","流失风险用户"
"13719","5","4","4","13","高价值用户"
"13720","3","2","3","8","一般用户"
"13721","4","2","3","9","一般用户"
"13722","2","4","5","11","挽留用户"
"13723","1","3","3","7","挽留用户"
"13724","1","1","2","4","流失风险用户"
"13725","4","3","3","10","发展用户"
"13726","4","2","3","9","一般用户"
"13727","5","3","3","11","发展用户"
"13728","4","4","4","12","高价值用户"
"13729","1","2","3","6","挽留用户"
"13730","2","2","3","7","挽留用户"
"13731","1","2","3","6","挽留用户"
"13732","5","1","2","8","一般用户"
"13733","1","2","2","5","流失风险用户"
"13734","1","2","2","5","流失风险用户"
"13735","5","4","5","14","高价值用户"
"13736","5","3","4","12","发展用户"
"13737","1","1","2","4","流失风险用户"
"13738","1","1","2","4","流失风险用户"
"13739","5","2","2","9","一般用户"
"13740","1","3","3","7","挽留用户"
"13741","3","2","3","8","一般用户"
"13742","5","4","4","13","高价值用户"
"13743","5","3","3","11","发展用户"
"13744","3","2","3","8","一般用户"
"13745","2","2","3","7","挽留用户"
"13746","1","1","2","4","流失风险用户"
"13747","1","2","2","5","流失风险用户"
"13748","3","3","4","10","一般用户"
"13750","4","4","4","12","高价值用户"
"13751","1","1","2","4","流失风险用户"
"13752","2","3","3","8","挽留用户"
"13753","1","2","3","6","挽留用户"
"13754","2","2","2","6","流失风险用户"
"13755","5","3","3","11","发展用户"
"13756","5","5","5","15","高价值用户"
"13757","1","1","2","4","流失风险用户"
"13758","5","4","5","14","高价值用户"
"13759","4","2","3","9","一般用户"
"13760","4","3","3","10","发展用户"
"13761","4","3","3","10","发展用户"
"13762","1","3","4","8","挽留用户"
"13763","3","2","4","9","一般用户"
"13764","3","3","4","10","一般用户"
"13765","1","1","2","4","流失风险用户"
"13766","1","1","2","4","流失风险用户"
"13767","5","5","5","15","高价值用户"
"13768","1","2","3","6","挽留用户"
"13769","5","5","5","15","高价值用户"
"13770","1","2","3","6","挽留用户"
"13771","3","3","5","11","一般用户"
"13772","4","3","4","11","发展用户"
"13773","1","2","2","5","流失风险用户"
"13774","3","1","2","6","一般用户"
"13775","1","1","3","5","挽留用户"
"13777","5","5","5","15","高价值用户"
"13778","3","2","3","8","一般用户"
"13779","1","1","2","4","流失风险用户"
"13780","5","2","3","10","一般用户"
"13781","1","2","3","6","挽留用户"
"13782","5","4","3","12","发展用户"
"13783","1","2","2","5","流失风险用户"
"13784","5","4","4","13","高价值用户"
"13785","1","2","2","5","流失风险用户"
"13786","1","3","4","8","挽留用户"
"13787","3","3","3","9","一般用户"
"13788","1","1","1","3","流失风险用户"
"13789","1","1","2","4","流失风险用户"
"13790","5","1","2","8","一般用户"
"13791","2","2","3","7","挽留用户"
"13792","3","2","2","7","一般用户"
"13793","1","1","1","3","流失风险用户"
"13794","1","1","1","3","流失风险用户"
"13795","1","2","3","6","挽留用户"
"13796","1","1","2","4","流失风险用户"
"13797","1","2","3","6","挽留用户"
"13798","5","5","5","15","高价值用户"
"13799","3","3","4","10","一般用户"
"13800","1","2","3","6","挽留用户"
"13801","3","1","2","6","一般用户"
"13802","2","4","5","11","挽留用户"
"13803","1","2","3","6","挽留用户"
"13804","4","3","4","11","发展用户"
"13805","4","2","2","8","一般用户"
"13806","3","1","2","6","一般用户"
"13807","1","2","2","5","流失风险用户"
"13808","5","3","3","11","发展用户"
"13809","1","2","3","6","挽留用户"
"13810","5","2","3","10","一般用户"
"13811","1","2","3","6","挽留用户"
"13812","4","2","2","8","一般用户"
"13813","4","3","4","11","发展用户"
"13814","3","2","4","9","一般用户"
"13815","5","3","5","13","发展用户"
"13816","5","2","2","9","一般用户"
"13817","5","2","2","9","一般用户"
"13818","1","1","1","3","流失风险用户"
"13819","1","3","4","8","挽留用户"
"13820","1","2","2","5","流失风险用户"
"13821","2","3","3","8","挽留用户"
"13822","5","2","3","10","一般用户"
"13823","5","3","4","12","发展用户"
"13824","4","4","4","12","高价值用户"
"13825","1","2","2","5","流失风险用户"
"13826","2","1","2","5","流失风险用户"
"13827","4","2","2","8","一般用户"
"13828","5","1","2","8","一般用户"
"13829","1","1","2","4","流失风险用户"
"13830","1","1","2","4","流失风险用户"
"13831","5","4","4","13","高价值用户"
"13832","5","2","3","10","一般用户"
"13833","2","2","3","7","挽留用户"
"13834","1","2","2","5","流失风险用户"
"13835","5","3","3","11","发展用户"
"13836","1","2","3","6","挽留用户"
"13837","1","2","2","5","流失风险用户"
"13838","5","4","3","12","发展用户"
"13839","1","1","1","3","流失风险用户"
"13840","1","1","3","5","挽留用户"
"13841","1","1","1","3","流失风险用户"
"13842","4","4","5","13","高价值用户"
"13843","1","1","2","4","流失风险用户"
"13844","5","1","2","8","一般用户"
"13845","3","1","2","6","一般用户"
"13846","5","2","3","10","一般用户"
"13847","1","1","2","4","流失风险用户"
"13848","3","3","4","10","一般用户"
"13849","4","3","4","11","发展用户"
"13850","2","1","3","6","挽留用户"
"13851","3","3","4","10","一般用户"
"13852","1","1","2","4","流失风险用户"
"13853","4","1","3","8","一般用户"
"13854","5","5","5","15","高价值用户"
"13855","1","2","3","6","挽留用户"
"13856","2","4","3","9","挽留用户"
"13857","1","3","3","7","挽留用户"
"13858","4","1","2","7","一般用户"
"13859","1","2","2","5","流失风险用户"
"13860","5","3","3","11","发展用户"
"13861","1","2","2","5","流失风险用户"
"13862","5","3","4","12","发展用户"
"13863","1","2","3","6","挽留用户"
"13864","1","1","3","5","挽留用户"
"13865","4","2","3","9","一般用户"
"13866","3","1","2","6","一般用户"
"13867","4","2","3","9","一般用户"
"13868","5","2","4","11","一般用户"
"13869","2","4","5","11","挽留用户"
"13870","5","4","5","14","高价值用户"
"13871","5","4","5","14","高价值用户"
"13872","1","2","3","6","挽留用户"
"13873","3","3","3","9","一般用户"
"13874","1","3","3","7","挽留用户"
"13875","4","4","4","12","高价值用户"
"13876","3","1","2","6","一般用户"
"13877","3","2","2","7","一般用户"
"13878","4","2","4","10","一般用户"
"13879","1","1","2","4","流失风险用户"
"13880","5","4","4","13","高价值用户"
"13881","5","5","5","15","高价值用户"
"13882","5","3","3","11","发展用户"
"13883","5","4","5","14","高价值用户"
"13884","5","4","3","12","发展用户"
"13885","1","2","2","5","流失风险用户"
"13886","3","1","2","6","一般用户"
"13887","1","1","2","4","流失风险用户"
"13888","3","3","3","9","一般用户"
"13889","3","3","3","9","一般用户"
"13890","5","4","4","13","高价值用户"
"13891","1","2","3","6","挽留用户"
"13892","5","3","3","11","发展用户"
"13893","1","1","3","5","挽留用户"
"13894","5","2","2","9","一般用户"
"13895","5","3","4","12","发展用户"
"13896","1","1","2","4","流失风险用户"
"13897","4","2","3","9","一般用户"
"13898","1","2","3","6","挽留用户"
"13899","5","2","2","9","一般用户"
"13900","1","3","3","7","挽留用户"
"13901","3","4","4","11","一般用户"
"13902","1","3","5","9","挽留用户"
"13903","1","1","2","4","流失风险用户"
"13904","4","2","2","8","一般用户"
"13905","1","1","2","4","流失风险用户"
"13906","1","1","1","3","流失风险用户"
"13907","1","1","2","4","流失风险用户"
"13908","3","2","4","9","一般用户"
"13909","1","2","2","5","流失风险用户"
"13911","4","4","4","12","高价值用户"
"13912","1","1","1","3","流失风险用户"
"13913","1","1","1","3","流失风险用户"
"13914","5","2","3","10","一般用户"
"13915","1","1","1","3","流失风险用户"
"13916","1","2","3","6","挽留用户"
"13917","4","2","2","8","一般用户"
"13918","4","2","3","9","一般用户"
"13919","4","2","3","9","一般用户"
"13920","1","2","3","6","挽留用户"
"13921","1","2","3","6","挽留用户"
"13922","1","2","3","6","挽留用户"
"13923","4","1","2","7","一般用户"
"13924","5","3","3","11","发展用户"
"13925","3","2","3","8","一般用户"
"13926","5","1","2","8","一般用户"
"13927","3","2","3","8","一般用户"
"13928","5","2","2","9","一般用户"
"13929","2","4","4","10","挽留用户"
"13930","4","2","2","8","一般用户"
"13931","3","4","4","11","一般用户"
"13932","1","1","2","4","流失风险用户"
"13933","3","2","3","8","一般用户"
"13934","1","1","3","5","挽留用户"
"13935","1","2","5","8","挽留用户"
"13936","2","2","3","7","挽留用户"
"13937","2","2","3","7","挽留用户"
"13938","4","1","1","6","一般用户"
"13939","5","3","3","11","发展用户"
"13940","5","2","3","10","一般用户"
"13941","5","4","5","14","高价值用户"
"13942","1","1","2","4","流失风险用户"
"13943","1","1","2","4","流失风险用户"
"13944","1","1","2","4","流失风险用户"
"13945","1","2","3","6","挽留用户"
"13946","3","3","3","9","一般用户"
"13947","3","1","1","5","一般用户"
"13948","1","2","3","6","挽留用户"
"13949","5","3","4","12","发展用户"
"13950","5","2","3","10","一般用户"
"13951","2","2","3","7","挽留用户"
"13952","1","4","5","10","挽留用户"
"13953","5","4","5","14","高价值用户"
"13954","5","2","2","9","一般用户"
"13955","2","2","3","7","挽留用户"
"13956","5","3","3","11","发展用户"
"13957","1","2","2","5","流失风险用户"
"13958","1","3","4","8","挽留用户"
"13959","3","3","3","9","一般用户"
"13960","5","2","2","9","一般用户"
"13961","1","1","3","5","挽留用户"
"13962","5","2","2","9","一般用户"
"13963","1","4","4","9","挽留用户"
"13964","1","2","2","5","流失风险用户"
"13965","1","2","3","6","挽留用户"
"13966","1","1","2","4","流失风险用户"
"13967","2","2","1","5","流失风险用户"
"13968","1","1","2","4","流失风险用户"
"13969","5","5","5","15","高价值用户"
"13970","1","2","3","6","挽留用户"
"13971","5","4","4","13","高价值用户"
"13972","3","2","2","7","一般用户"
"13973","1","1","2","4","流失风险用户"
"13974","4","2","3","9","一般用户"
"13975","4","4","4","12","高价值用户"
"13976","1","2","3","6","挽留用户"
"13977","1","1","2","4","流失风险用户"
"13978","5","2","2","9","一般用户"
"13979","3","3","4","10","一般用户"
"13980","3","2","3","8","一般用户"
"13981","1","1","2","4","流失风险用户"
"13982","4","3","4","11","发展用户"
"13983","5","5","5","15","高价值用户"
"13984","5","4","3","12","发展用户"
"13985","5","5","5","15","高价值用户"
"13986","5","1","2","8","一般用户"
"13987","1","2","3","6","挽留用户"
"13988","5","3","4","12","发展用户"
"13989","3","3","3","9","一般用户"
"13990","1","1","2","4","流失风险用户"
"13991","5","3","3","11","发展用户"
"13992","4","2","2","8","一般用户"
"13993","4","4","5","13","高价值用户"
"13994","5","3","4","12","发展用户"
"13995","5","4","4","13","高价值用户"
"13996","1","2","3","6","挽留用户"
"13997","1","2","2","5","流失风险用户"
"13998","1","2","3","6","挽留用户"
"13999","5","5","5","15","高价值用户"
"14000","1","3","3","7","挽留用户"
"14001","4","3","4","11","发展用户"
"14002","2","2","2","6","流失风险用户"
"14003","1","1","2","4","流失风险用户"
"14004","4","4","5","13","高价值用户"
"14005","5","3","4","12","发展用户"
"14006","3","3","4","10","一般用户"
"14007","1","1","1","3","流失风险用户"
"14008","1","1","2","4","流失风险用户"
"14009","1","2","3","6","挽留用户"
"14010","1","2","2","5","流失风险用户"
"14011","1","2","2","5","流失风险用户"
"14012","1","1","2","4","流失风险用户"
"14013","3","3","3","9","一般用户"
"14014","3","2","3","8","一般用户"
"14015","4","1","3","8","一般用户"
"14016","2","4","5","11","挽留用户"
"14017","1","1","2","4","流失风险用户"
"14018","1","1","2","4","流失风险用户"
"14019","4","2","3","9","一般用户"
"14020","5","2","3","10","一般用户"
"14021","2","3","3","8","挽留用户"
"14022","1","2","3","6","挽留用户"
"14023","5","2","3","10","一般用户"
"14024","2","2","3","7","挽留用户"
"14025","1","3","4","8","挽留用户"
"14026","1","2","3","6","挽留用户"
"14027","3","1","2","6","一般用户"
"14028","1","2","5","8","挽留用户"
"14029","3","2","2","7","一般用户"
"14030","5","5","5","15","高价值用户"
"14031","5","5","5","15","高价值用户"
"14032","5","4","4","13","高价值用户"
"14033","1","1","2","4","流失风险用户"
"14034","5","2","3","10","一般用户"
"14035","5","3","4","12","发展用户"
"14036","1","1","3","5","挽留用户"
"14037","2","3","3","8","挽留用户"
"14038","3","3","4","10","一般用户"
"14039","4","2","2","8","一般用户"
"14040","4","5","5","14","高价值用户"
"14041","1","1","1","3","流失风险用户"
"14042","1","1","2","4","流失风险用户"
"14043","1","2","2","5","流失风险用户"
"14044","5","4","4","13","高价值用户"
"14045","3","4","5","12","一般用户"
"14046","1","1","1","3","流失风险用户"
"14047","5","4","4","13","高价值用户"
"14048","1","2","3","6","挽留用户"
"14049","5","4","5","14","高价值用户"
"14050","4","2","3","9","一般用户"
"14051","5","5","5","15","高价值用户"
"14052","5","2","2","9","一般用户"
"14053","2","2","3","7","挽留用户"
"14054","3","1","1","5","一般用户"
"14055","3","2","3","8","一般用户"
"14056","5","5","5","15","高价值用户"
"14057","5","5","5","15","高价值用户"
"14058","1","2","2","5","流失风险用户"
"14059","1","1","2","4","流失风险用户"
"14060","5","5","5","15","高价值用户"
"14061","1","2","3","6","挽留用户"
"14062","5","5","5","15","高价值用户"
"14063","1","3","4","8","挽留用户"
"14064","5","4","4","13","高价值用户"
"14065","1","2","3","6","挽留用户"
"14066","1","1","2","4","流失风险用户"
"14067","3","2","2","7","一般用户"
"14068","1","2","3","6","挽留用户"
"14069","1","2","2","5","流失风险用户"
"14070","1","1","2","4","流失风险用户"
"14071","5","3","3","11","发展用户"
"14072","1","1","2","4","流失风险用户"
"14073","4","1","2","7","一般用户"
"14074","1","1","2","4","流失风险用户"
"14075","5","3","3","11","发展用户"
"14076","2","1","2","5","流失风险用户"
"14077","4","3","3","10","发展用户"
"14078","3","3","3","9","一般用户"
"14079","2","1","2","5","流失风险用户"
"14080","4","3","3","10","发展用户"
"14081","1","4","4","9","挽留用户"
"14082","1","2","2","5","流失风险用户"
"14083","5","4","3","12","发展用户"
"14084","1","1","2","4","流失风险用户"
"14085","5","5","5","15","高价值用户"
"14087","5","2","3","10","一般用户"
"14088","5","4","5","14","高价值用户"
"14089","4","1","2","7","一般用户"
"14090","1","1","1","3","流失风险用户"
"14091","1","2","5","8","挽留用户"
"14092","5","5","5","15","高价值用户"
"14093","5","1","2","8","一般用户"
"14094","1","1","2","4","流失风险用户"
"14095","1","1","1","3","流失风险用户"
"14096","5","4","5","14","高价值用户"
"14097","1","2","2","5","流失风险用户"
"14098","4","1","2","7","一般用户"
"14099","5","5","4","14","高价值用户"
"14100","2","1","2","5","流失风险用户"
"14101","3","4","5","12","一般用户"
"14102","5","3","3","11","发展用户"
"14104","2","3","3","8","挽留用户"
"14105","1","3","5","9","挽留用户"
"14106","1","1","2","4","流失风险用户"
"14107","4","4","4","12","高价值用户"
"14108","4","2","3","9","一般用户"
"14109","3","1","2","6","一般用户"
"14110","5","5","5","15","高价值用户"
"14111","5","2","3","10","一般用户"
"14112","5","4","5","14","高价值用户"
"14113","5","4","5","14","高价值用户"
"14114","1","3","3","7","挽留用户"
"14115","1","2","3","6","挽留用户"
"14116","5","3","3","11","发展用户"
"14117","2","1","1","4","流失风险用户"
"14118","1","1","2","4","流失风险用户"
"14119","1","2","2","5","流失风险用户"
"14121","5","2","4","11","一般用户"
"14122","1","2","2","5","流失风险用户"
"14123","1","1","2","4","流失风险用户"
"14124","3","1","2","6","一般用户"
"14125","5","2","4","11","一般用户"
"14126","5","2","3","10","一般用户"
"14127","2","3","3","8","挽留用户"
"14128","3","2","3","8","一般用户"
"14129","5","3","4","12","发展用户"
"14130","1","2","3","6","挽留用户"
"14131","1","1","2","4","流失风险用户"
"14132","5","4","4","13","高价值用户"
"14133","2","2","3","7","挽留用户"
"14134","1","4","5","10","挽留用户"
"14135","5","5","5","15","高价值用户"
"14136","1","3","3","7","挽留用户"
"14137","1","1","2","4","流失风险用户"
"14138","5","2","3","10","一般用户"
"14139","4","2","3","9","一般用户"
"14140","5","2","3","10","一般用户"
"14141","5","2","3","10","一般用户"
"14142","1","2","3","6","挽留用户"
"14143","2","1","2","5","流失风险用户"
"14145","4","2","3","9","一般用户"
"14146","5","4","5","14","高价值用户"
"14147","3","3","3","9","一般用户"
"14148","1","2","2","5","流失风险用户"
"14149","1","1","2","4","流失风险用户"
"14150","4","2","3","9","一般用户"
"14151","1","2","3","6","挽留用户"
"14152","3","3","3","9","一般用户"
"14153","1","1","2","4","流失风险用户"
"14154","1","3","5","9","挽留用户"
"14155","1","1","1","3","流失风险用户"
"14156","5","5","5","15","高价值用户"
"14157","5","3","3","11","发展用户"
"14158","4","1","2","7","一般用户"
"14159","5","5","5","15","高价值用户"
"14160","1","3","5","9","挽留用户"
"14161","1","3","4","8","挽留用户"
"14162","2","2","2","6","流失风险用户"
"14163","3","3","3","9","一般用户"
"14164","3","2","3","8","一般用户"
"14165","1","1","2","4","流失风险用户"
"14166","1","2","2","5","流失风险用户"
"14167","4","3","2","9","发展用户"
"14168","1","2","2","5","流失风险用户"
"14169","1","2","3","6","挽留用户"
"14170","1","2","3","6","挽留用户"
"14171","3","2","2","7","一般用户"
"14172","1","2","2","5","流失风险用户"
"14173","5","3","2","10","发展用户"
"14174","4","1","2","7","一般用户"
"14175","4","3","5","12","发展用户"
"14176","1","3","3","7","挽留用户"
"14177","3","4","3","10","一般用户"
"14178","5","3","3","11","发展用户"
"14179","4","2","3","9","一般用户"
"14180","5","5","5","15","高价值用户"
"14181","1","2","2","5","流失风险用户"
"14182","1","2","3","6","挽留用户"
"14183","1","2","2","5","流失风险用户"
"14184","3","1","2","6","一般用户"
"14185","1","1","2","4","流失风险用户"
"14186","1","3","3","7","挽留用户"
"14187","1","1","1","3","流失风险用户"
"14188","4","3","3","10","发展用户"
"14189","5","4","5","14","高价值用户"
"14190","1","1","1","3","流失风险用户"
"14191","5","4","4","13","高价值用户"
"14192","1","1","2","4","流失风险用户"
"14193","3","2","3","8","一般用户"
"14194","5","5","5","15","高价值用户"
"14195","1","3","3","7","挽留用户"
"14196","3","1","2","6","一般用户"
"14197","1","1","2","4","流失风险用户"
"14198","5","3","3","11","发展用户"
"14199","1","2","3","6","挽留用户"
"14200","1","1","2","4","流失风险用户"
"14201","3","4","3","10","一般用户"
"14202","1","2","3","6","挽留用户"
"14203","1","1","2","4","流失风险用户"
"14204","5","2","3","10","一般用户"
"14205","5","3","4","12","发展用户"
"14206","1","2","3","6","挽留用户"
"14207","1","1","2","4","流失风险用户"
"14208","3","2","3","8","一般用户"
"14209","5","4","4","13","高价值用户"
"14210","3","4","5","12","一般用户"
"14211","4","4","4","12","高价值用户"
"14212","3","2","4","9","一般用户"
"14213","1","1","3","5","挽留用户"
"14214","4","3","3","10","发展用户"
"14215","5","3","4","12","发展用户"
"14216","5","3","3","11","发展用户"
"14217","5","5","4","14","高价值用户"
"14218","4","1","2","7","一般用户"
"14219","5","2","3","10","一般用户"
"14220","1","2","3","6","挽留用户"
"14221","4","4","5","13","高价值用户"
"14222","2","1","3","6","挽留用户"
"14223","3","2","3","8","一般用户"
"14224","3","3","3","9","一般用户"
"14225","1","2","3","6","挽留用户"
"14226","5","3","4","12","发展用户"
"14227","5","4","5","14","高价值用户"
"14228","1","2","3","6","挽留用户"
"14229","4","3","4","11","发展用户"
"14230","1","2","3","6","挽留用户"
"14231","1","2","3","6","挽留用户"
"14232","4","3","3","10","发展用户"
"14233","4","3","4","11","发展用户"
"14234","5","2","3","10","一般用户"
"14235","3","3","4","10","一般用户"
"14236","3","3","3","9","一般用户"
"14237","1","2","3","6","挽留用户"
"14238","1","2","2","5","流失风险用户"
"14239","4","5","4","13","高价值用户"
"14240","4","2","3","9","一般用户"
"14241","1","2","2","5","流失风险用户"
"14242","1","2","2","5","流失风险用户"
"14243","5","4","5","14","高价值用户"
"14244","1","1","2","4","流失风险用户"
"14245","1","2","3","6","挽留用户"
"14246","3","2","3","8","一般用户"
"14247","1","3","3","7","挽留用户"
"14248","1","2","3","6","挽留用户"
"14249","1","4","4","9","挽留用户"
"14250","5","2","3","10","一般用户"
"14251","5","3","4","12","发展用户"
"14252","1","1","2","4","流失风险用户"
"14253","1","2","2","5","流失风险用户"
"14254","1","1","2","4","流失风险用户"
"14256","1","3","4","8","挽留用户"
"14257","3","3","5","11","一般用户"
"14258","5","5","5","15","高价值用户"
"14259","2","1","1","4","流失风险用户"
"14260","1","2","3","6","挽留用户"
"14261","4","2","3","9","一般用户"
"14262","5","3","4","12","发展用户"
"14263","1","1","2","4","流失风险用户"
"14264","2","3","3","8","挽留用户"
"14265","3","2","3","8","一般用户"
"14266","1","1","1","3","流失风险用户"
"14267","2","2","3","7","挽留用户"
"14268","1","1","2","4","流失风险用户"
"14269","1","1","2","4","流失风险用户"
"14270","1","1","2","4","流失风险用户"
"14271","1","2","2","5","流失风险用户"
"14272","3","2","3","8","一般用户"
"14273","4","2","2","8","一般用户"
"14274","1","1","2","4","流失风险用户"
"14275","1","3","3","7","挽留用户"
"14276","3","3","3","9","一般用户"
"14277","5","3","5","13","发展用户"
"14278","1","1","2","4","流失风险用户"
"14279","1","1","2","4","流失风险用户"
"14280","1","1","2","4","流失风险用户"
"14281","1","1","2","4","流失风险用户"
"14282","5","5","5","15","高价值用户"
"14283","1","2","3","6","挽留用户"
"14284","4","2","3","9","一般用户"
"14285","5","3","4","12","发展用户"
"14286","5","3","5","13","发展用户"
"14287","5","2","2","9","一般用户"
"14288","1","1","2","4","流失风险用户"
"14289","5","3","3","11","发展用户"
"14290","5","3","4","12","发展用户"
"14291","5","5","5","15","高价值用户"
"14292","5","4","5","14","高价值用户"
"14293","5","3","4","12","发展用户"
"14294","1","1","2","4","流失风险用户"
"14295","4","2","4","10","一般用户"
"14296","1","2","2","5","流失风险用户"
"14297","5","2","3","10","一般用户"
"14298","5","5","5","15","高价值用户"
"14299","5","5","5","15","高价值用户"
"14300","5","1","1","7","一般用户"
"14301","3","2","3","8","一般用户"
"14302","1","2","3","6","挽留用户"
"14303","1","2","2","5","流失风险用户"
"14304","1","2","3","6","挽留用户"
"14305","3","2","3","8","一般用户"
"14306","4","3","4","11","发展用户"
"14307","3","4","4","11","一般用户"
"14309","5","4","4","13","高价值用户"
"14310","1","1","2","4","流失风险用户"
"14311","1","2","2","5","流失风险用户"
"14312","4","4","4","12","高价值用户"
"14314","3","2","2","7","一般用户"
"14315","4","3","4","11","发展用户"
"14316","1","3","3","7","挽留用户"
"14317","3","1","3","7","一般用户"
"14318","1","1","2","4","流失风险用户"
"14319","1","1","2","4","流失风险用户"
"14320","1","3","3","7","挽留用户"
"14321","5","3","3","11","发展用户"
"14322","1","2","2","5","流失风险用户"
"14323","3","2","3","8","一般用户"
"14324","1","2","3","6","挽留用户"
"14325","1","1","2","4","流失风险用户"
"14326","1","2","3","6","挽留用户"
"14327","2","3","3","8","挽留用户"
"14329","5","4","5","14","高价值用户"
"14330","1","1","2","4","流失风险用户"
"14331","2","2","2","6","流失风险用户"
"14332","5","3","3","11","发展用户"
"14333","3","1","2","6","一般用户"
"14334","5","4","4","13","高价值用户"
"14335","5","2","2","9","一般用户"
"14336","5","2","3","10","一般用户"
"14338","2","2","3","7","挽留用户"
"14339","1","2","3","6","挽留用户"
"14340","1","1","2","4","流失风险用户"
"14341","4","4","4","12","高价值用户"
"14342","5","3","3","11","发展用户"
"14343","1","2","3","6","挽留用户"
"14344","2","5","4","11","挽留用户"
"14345","4","1","1","6","一般用户"
"14346","2","3","3","8","挽留用户"
"14347","1","1","1","3","流失风险用户"
"14348","1","1","2","4","流失风险用户"
"14349","5","1","2","8","一般用户"
"14350","1","2","3","6","挽留用户"
"14351","2","1","1","4","流失风险用户"
"14352","2","2","3","7","挽留用户"
"14353","1","2","2","5","流失风险用户"
"14354","5","2","2","9","一般用户"
"14355","1","2","3","6","挽留用户"
"14356","3","2","3","8","一般用户"
"14357","4","1","2","7","一般用户"
"14358","1","2","2","5","流失风险用户"
"14359","5","2","3","10","一般用户"
"14360","4","2","4","10","一般用户"
"14361","1","1","2","4","流失风险用户"
"14362","5","1","2","8","一般用户"
"14363","1","2","2","5","流失风险用户"
"14364","3","3","4","10","一般用户"
"14365","1","2","3","6","挽留用户"
"14366","1","1","2","4","流失风险用户"
"14367","5","4","5","14","高价值用户"
"14368","1","1","2","4","流失风险用户"
"14369","1","2","2","5","流失风险用户"
"14370","1","3","3","7","挽留用户"
"14371","1","1","2","4","流失风险用户"
"14372","1","2","3","6","挽留用户"
"14373","1","1","1","3","流失风险用户"
"14374","1","1","1","3","流失风险用户"
"14375","1","2","3","6","挽留用户"
"14376","1","1","1","3","流失风险用户"
"14377","1","2","3","6","挽留用户"
"14378","1","1","2","4","流失风险用户"
"14379","4","2","3","9","一般用户"
"14381","4","2","2","8","一般用户"
"14382","5","2","3","10","一般用户"
"14383","4","2","3","9","一般用户"
"14384","1","1","1","3","流失风险用户"
"14385","5","2","2","9","一般用户"
"14386","1","1","2","4","流失风险用户"
"14387","4","2","3","9","一般用户"
"14388","5","4","5","14","高价值用户"
"14389","3","3","3","9","一般用户"
"14390","5","4","5","14","高价值用户"
"14391","1","1","2","4","流失风险用户"
"14392","1","1","2","4","流失风险用户"
"14393","1","1","1","3","流失风险用户"
"14394","1","1","1","3","流失风险用户"
"14395","5","4","5","14","高价值用户"
"14396","3","3","3","9","一般用户"
"14397","5","4","4","13","高价值用户"
"14398","1","2","3","6","挽留用户"
"14399","1","3","3","7","挽留用户"
"14400","2","2","3","7","挽留用户"
"14401","5","5","5","15","高价值用户"
"14402","1","1","2","4","流失风险用户"
"14403","2","3","3","8","挽留用户"
"14404","4","4","4","12","高价值用户"
"14406","3","1","2","6","一般用户"
"14407","3","3","3","9","一般用户"
"14408","5","4","4","13","高价值用户"
"14409","3","3","4","10","一般用户"
"14410","3","4","4","11","一般用户"
"14411","1","1","3","5","挽留用户"
"14412","4","2","3","9","一般用户"
